x,y,vx,vy,Paddle.y
543,283,3,-3,237
546,280,3,-3,237
549,277,3,-3,236
552,274,3,-3,235
555,271,3,-3,232
558,268,3,-3,227
561,265,3,-3,225
564,262,3,-3,222
567,259,3,-3,220
570,256,3,-3,219
573,253,3,-3,217
576,250,3,-3,216
579,247,3,-3,212
582,244,3,-3,207
585,241,3,-3,204
588,238,3,-3,201
591,235,3,-3,199
594,232,3,-3,196
597,229,3,-3,195
600,226,3,-3,193
603,223,3,-3,192
606,220,3,-3,192
609,217,3,-3,192
612,214,3,-3,192
615,211,3,-3,190
618,208,3,-3,189
621,205,3,-3,187
624,202,3,-3,186
627,199,3,-3,184
630,196,3,-3,182
633,193,3,-3,180
636,190,3,-3,179
639,187,3,-3,176
642,184,3,-3,174
645,181,3,-3,169
648,178,3,-3,164
651,175,3,-3,159
654,172,3,-3,154
657,169,3,-3,148
660,166,3,-3,143
663,163,3,-3,137
666,160,3,-3,132
669,157,3,-3,131
666,154,-3,-3,131
663,151,-3,-3,131
660,148,-3,-3,131
657,145,-3,-3,131
654,142,-3,-3,130
651,139,-3,-3,125
648,136,-3,-3,121
645,133,-3,-3,118
642,130,-3,-3,118
639,127,-3,-3,117
636,124,-3,-3,117
633,121,-3,-3,117
630,118,-3,-3,117
627,115,-3,-3,117
624,112,-3,-3,117
621,109,-3,-3,117
618,106,-3,-3,117
615,103,-3,-3,117
612,100,-3,-3,117
609,97,-3,-3,117
606,94,-3,-3,117
603,91,-3,-3,117
600,88,-3,-3,117
597,85,-3,-3,117
594,82,-3,-3,117
591,79,-3,-3,117
588,76,-3,-3,117
585,73,-3,-3,117
582,70,-3,-3,117
579,67,-3,-3,117
576,64,-3,-3,117
573,61,-3,-3,117
570,58,-3,-3,117
567,55,-3,-3,117
564,52,-3,-3,117
561,49,-3,-3,117
558,46,-3,-3,117
555,43,-3,-3,117
552,40,-3,-3,117
549,37,-3,-3,117
546,34,-3,-3,117
543,31,-3,-3,117
540,28,-3,-3,117
537,25,-3,-3,117
534,22,-3,-3,117
531,25,-3,3,117
528,28,-3,3,117
525,31,-3,3,117
522,34,-3,3,117
519,37,-3,3,117
516,40,-3,3,117
513,43,-3,3,117
510,46,-3,3,117
507,49,-3,3,117
504,52,-3,3,117
501,55,-3,3,117
498,58,-3,3,117
495,61,-3,3,118
492,64,-3,3,122
489,67,-3,3,124
486,70,-3,3,126
483,73,-3,3,126
480,76,-3,3,126
477,79,-3,3,126
474,82,-3,3,126
471,85,-3,3,127
468,88,-3,3,127
465,91,-3,3,129
462,94,-3,3,131
459,97,-3,3,132
456,100,-3,3,134
453,103,-3,3,134
450,106,-3,3,135
447,109,-3,3,135
444,112,-3,3,135
441,115,-3,3,135
438,118,-3,3,135
435,121,-3,3,135
432,124,-3,3,135
429,127,-3,3,135
426,130,-3,3,135
423,133,-3,3,135
420,136,-3,3,135
417,139,-3,3,135
414,142,-3,3,135
411,145,-3,3,135
408,148,-3,3,135
405,151,-3,3,135
402,154,-3,3,135
399,157,-3,3,135
396,160,-3,3,135
393,163,-3,3,135
390,166,-3,3,135
387,169,-3,3,135
384,172,-3,3,135
381,175,-3,3,135
378,178,-3,3,135
375,181,-3,3,135
372,184,-3,3,135
369,187,-3,3,135
366,190,-3,3,135
363,193,-3,3,135
360,196,-3,3,135
357,199,-3,3,135
354,202,-3,3,135
351,205,-3,3,135
348,208,-3,3,135
345,211,-3,3,135
342,214,-3,3,135
339,217,-3,3,135
336,220,-3,3,135
333,223,-3,3,135
330,226,-3,3,135
327,229,-3,3,135
324,232,-3,3,135
321,235,-3,3,135
318,238,-3,3,135
315,241,-3,3,135
312,244,-3,3,135
309,247,-3,3,135
306,250,-3,3,135
303,253,-3,3,135
300,256,-3,3,135
297,259,-3,3,135
294,262,-3,3,135
291,265,-3,3,135
288,268,-3,3,135
285,271,-3,3,135
282,274,-3,3,135
279,277,-3,3,135
276,280,-3,3,135
273,283,-3,3,135
270,286,-3,3,135
267,289,-3,3,135
264,292,-3,3,135
261,295,-3,3,135
258,298,-3,3,135
255,301,-3,3,135
252,304,-3,3,135
249,307,-3,3,135
246,310,-3,3,135
243,313,-3,3,135
240,316,-3,3,135
237,319,-3,3,135
234,322,-3,3,135
231,325,-3,3,135
228,328,-3,3,135
225,331,-3,3,135
222,334,-3,3,135
219,337,-3,3,135
216,340,-3,3,135
213,343,-3,3,135
210,346,-3,3,135
207,349,-3,3,135
204,352,-3,3,135
201,355,-3,3,135
198,358,-3,3,135
195,361,-3,3,135
192,364,-3,3,135
189,367,-3,3,135
186,370,-3,3,135
183,373,-3,3,135
180,376,-3,3,135
177,379,-3,3,135
174,382,-3,3,135
171,385,-3,3,135
168,388,-3,3,135
165,391,-3,3,135
162,394,-3,3,135
159,397,-3,3,135
156,400,-3,3,135
153,403,-3,3,135
150,406,-3,3,135
147,409,-3,3,135
144,412,-3,3,135
141,415,-3,3,135
138,418,-3,3,135
135,421,-3,3,135
132,424,-3,3,135
129,427,-3,3,135
126,430,-3,3,135
123,433,-3,3,135
120,436,-3,3,135
117,439,-3,3,137
114,442,-3,3,142
111,445,-3,3,146
108,448,-3,3,148
105,451,-3,3,148
102,454,-3,3,149
99,457,-3,3,149
96,460,-3,3,149
93,463,-3,3,149
90,466,-3,3,150
87,469,-3,3,151
84,472,-3,3,152
81,475,-3,3,153
78,478,-3,3,154
75,475,-3,-3,156
72,472,-3,-3,157
69,469,-3,-3,158
66,466,-3,-3,159
63,463,-3,-3,161
60,460,-3,-3,162
57,457,-3,-3,163
54,454,-3,-3,163
51,451,-3,-3,163
48,448,-3,-3,163
45,445,-3,-3,163
42,442,-3,-3,163
39,439,-3,-3,163
36,436,-3,-3,163
33,433,-3,-3,163
30,430,-3,-3,163
27,427,-3,-3,163
24,424,-3,-3,163
21,421,-3,-3,163
24,418,3,-3,163
27,415,3,-3,163
30,412,3,-3,163
33,409,3,-3,163
36,406,3,-3,163
39,403,3,-3,163
42,400,3,-3,163
45,397,3,-3,163
48,394,3,-3,163
51,391,3,-3,163
54,388,3,-3,163
57,385,3,-3,163
60,382,3,-3,163
63,379,3,-3,163
66,376,3,-3,163
69,373,3,-3,163
72,370,3,-3,163
75,367,3,-3,163
78,364,3,-3,163
81,361,3,-3,163
84,358,3,-3,163
87,355,3,-3,163
90,352,3,-3,163
93,349,3,-3,163
96,346,3,-3,163
99,343,3,-3,163
102,340,3,-3,163
105,337,3,-3,163
108,334,3,-3,163
111,331,3,-3,163
114,328,3,-3,163
117,325,3,-3,163
120,322,3,-3,164
123,319,3,-3,167
126,316,3,-3,171
129,313,3,-3,173
132,310,3,-3,174
135,307,3,-3,176
138,304,3,-3,176
141,301,3,-3,176
144,298,3,-3,176
147,295,3,-3,176
150,292,3,-3,176
153,289,3,-3,176
156,286,3,-3,176
159,283,3,-3,176
162,280,3,-3,176
165,277,3,-3,176
168,274,3,-3,176
171,271,3,-3,176
174,268,3,-3,176
177,265,3,-3,176
180,262,3,-3,176
183,259,3,-3,176
186,256,3,-3,176
189,253,3,-3,176
192,250,3,-3,176
195,247,3,-3,176
198,244,3,-3,176
201,241,3,-3,173
204,238,3,-3,170
207,235,3,-3,163
210,232,3,-3,161
213,229,3,-3,159
216,226,3,-3,157
219,223,3,-3,156
222,220,3,-3,155
225,217,3,-3,153
228,214,3,-3,151
231,211,3,-3,150
234,208,3,-3,149
237,205,3,-3,149
240,202,3,-3,148
243,199,3,-3,148
246,196,3,-3,148
249,193,3,-3,147
252,190,3,-3,146
255,187,3,-3,144
258,184,3,-3,143
261,181,3,-3,143
264,178,3,-3,143
267,175,3,-3,142
270,172,3,-3,142
273,169,3,-3,142
276,166,3,-3,142
279,163,3,-3,142
282,160,3,-3,142
285,157,3,-3,142
288,154,3,-3,142
291,151,3,-3,142
294,148,3,-3,142
297,145,3,-3,142
300,142,3,-3,142
303,139,3,-3,142
306,136,3,-3,142
309,133,3,-3,142
312,130,3,-3,142
315,127,3,-3,142
318,124,3,-3,142
321,121,3,-3,142
324,118,3,-3,142
327,115,3,-3,142
330,112,3,-3,142
333,109,3,-3,142
336,106,3,-3,142
339,103,3,-3,142
342,100,3,-3,142
345,97,3,-3,142
348,94,3,-3,142
351,91,3,-3,142
354,88,3,-3,142
357,85,3,-3,142
360,82,3,-3,142
363,79,3,-3,142
366,76,3,-3,142
369,73,3,-3,142
372,70,3,-3,142
375,67,3,-3,142
378,64,3,-3,142
381,61,3,-3,142
384,58,3,-3,142
387,55,3,-3,142
390,52,3,-3,142
393,49,3,-3,142
396,46,3,-3,142
399,43,3,-3,142
402,40,3,-3,142
405,37,3,-3,142
408,34,3,-3,142
411,31,3,-3,142
414,28,3,-3,142
417,25,3,-3,142
420,22,3,-3,142
423,25,3,3,142
426,28,3,3,142
429,31,3,3,142
432,34,3,3,142
435,37,3,3,142
438,40,3,3,142
441,43,3,3,142
444,46,3,3,142
447,49,3,3,142
450,52,3,3,142
453,55,3,3,142
456,58,3,3,142
459,61,3,3,142
462,64,3,3,142
465,67,3,3,142
468,70,3,3,142
471,73,3,3,142
474,76,3,3,142
477,79,3,3,142
480,82,3,3,142
483,85,3,3,142
486,88,3,3,142
489,91,3,3,142
492,94,3,3,142
495,97,3,3,141
498,100,3,3,141
501,103,3,3,144
504,106,3,3,149
507,109,3,3,153
510,112,3,3,154
513,115,3,3,156
516,118,3,3,158
519,121,3,3,161
522,124,3,3,166
525,127,3,3,169
528,130,3,3,171
531,133,3,3,172
534,136,3,3,175
537,139,3,3,178
540,142,3,3,182
543,145,3,3,187
546,148,3,3,192
549,151,3,3,194
552,154,3,3,197
555,157,3,3,200
558,160,3,3,202
561,163,3,3,203
564,166,3,3,205
567,169,3,3,206
570,172,3,3,209
573,175,3,3,211
576,178,3,3,213
579,181,3,3,215
582,184,3,3,216
585,187,3,3,218
588,190,3,3,218
591,193,3,3,218
594,196,3,3,218
597,199,3,3,218
600,202,3,3,218
603,205,3,3,218
606,208,3,3,218
609,211,3,3,218
612,214,3,3,218
615,217,3,3,218
618,220,3,3,219
621,223,3,3,220
624,226,3,3,222
627,229,3,3,224
630,232,3,3,226
633,235,3,3,228
636,238,3,3,229
639,241,3,3,231
642,244,3,3,235
645,247,3,3,238
648,250,3,3,243
651,253,3,3,245
654,256,3,3,249
657,259,3,3,255
660,262,3,3,260
663,265,3,3,266
666,268,3,3,270
669,271,3,3,272
666,274,-3,3,273
663,277,-3,3,273
660,280,-3,3,273
657,283,-3,3,273
654,286,-3,3,274
651,289,-3,3,275
648,292,-3,3,278
645,295,-3,3,281
642,298,-3,3,285
639,301,-3,3,288
636,304,-3,3,291
633,307,-3,3,292
630,310,-3,3,292
627,313,-3,3,292
624,316,-3,3,292
621,319,-3,3,292
618,322,-3,3,292
615,325,-3,3,292
612,328,-3,3,292
609,331,-3,3,288
606,334,-3,3,282
603,337,-3,3,281
600,340,-3,3,281
597,343,-3,3,281
594,346,-3,3,281
591,349,-3,3,281
588,352,-3,3,281
585,355,-3,3,281
582,358,-3,3,281
579,361,-3,3,281
576,364,-3,3,281
573,367,-3,3,281
570,370,-3,3,281
567,373,-3,3,281
564,376,-3,3,281
561,379,-3,3,281
558,382,-3,3,281
555,385,-3,3,281
552,388,-3,3,281
549,391,-3,3,281
546,394,-3,3,281
543,397,-3,3,281
540,400,-3,3,281
537,403,-3,3,281
534,406,-3,3,281
531,409,-3,3,281
528,412,-3,3,281
525,415,-3,3,281
522,418,-3,3,287
519,421,-3,3,292
516,424,-3,3,297
513,427,-3,3,301
510,430,-3,3,305
507,433,-3,3,309
504,436,-3,3,312
501,439,-3,3,312
498,442,-3,3,314
495,445,-3,3,314
492,448,-3,3,314
489,451,-3,3,314
486,454,-3,3,314
483,457,-3,3,314
480,460,-3,3,314
477,463,-3,3,314
474,466,-3,3,314
471,469,-3,3,314
468,472,-3,3,314
465,475,-3,3,314
462,478,-3,3,314
459,475,-3,-3,314
456,472,-3,-3,314
453,469,-3,-3,314
450,466,-3,-3,314
447,463,-3,-3,314
444,460,-3,-3,314
441,457,-3,-3,314
438,454,-3,-3,314
435,451,-3,-3,314
432,448,-3,-3,314
429,445,-3,-3,314
426,442,-3,-3,314
423,439,-3,-3,314
420,436,-3,-3,314
417,433,-3,-3,314
414,430,-3,-3,314
411,427,-3,-3,314
408,424,-3,-3,314
405,421,-3,-3,314
402,418,-3,-3,314
399,415,-3,-3,314
396,412,-3,-3,314
393,409,-3,-3,314
390,406,-3,-3,314
387,403,-3,-3,314
384,400,-3,-3,314
381,397,-3,-3,314
378,394,-3,-3,314
375,391,-3,-3,314
372,388,-3,-3,314
369,385,-3,-3,314
366,382,-3,-3,314
363,379,-3,-3,314
360,376,-3,-3,314
357,373,-3,-3,314
354,370,-3,-3,314
351,367,-3,-3,314
348,364,-3,-3,314
345,361,-3,-3,314
342,358,-3,-3,314
339,355,-3,-3,314
336,352,-3,-3,314
333,349,-3,-3,314
330,346,-3,-3,314
327,343,-3,-3,314
324,340,-3,-3,314
321,337,-3,-3,314
318,334,-3,-3,314
315,331,-3,-3,314
312,328,-3,-3,314
309,325,-3,-3,314
306,322,-3,-3,314
303,319,-3,-3,314
300,316,-3,-3,314
297,313,-3,-3,314
294,310,-3,-3,314
291,307,-3,-3,314
288,304,-3,-3,314
285,301,-3,-3,314
282,298,-3,-3,314
279,295,-3,-3,314
276,292,-3,-3,314
273,289,-3,-3,314
270,286,-3,-3,314
267,283,-3,-3,314
264,280,-3,-3,314
261,277,-3,-3,314
258,274,-3,-3,314
255,271,-3,-3,314
252,268,-3,-3,314
249,265,-3,-3,314
246,262,-3,-3,314
243,259,-3,-3,314
240,256,-3,-3,314
237,253,-3,-3,314
234,250,-3,-3,314
231,247,-3,-3,314
228,244,-3,-3,314
225,241,-3,-3,314
222,238,-3,-3,314
219,235,-3,-3,314
216,232,-3,-3,314
213,229,-3,-3,314
210,226,-3,-3,314
207,223,-3,-3,314
204,220,-3,-3,314
201,217,-3,-3,314
198,214,-3,-3,314
195,211,-3,-3,314
192,208,-3,-3,314
189,205,-3,-3,314
186,202,-3,-3,314
183,199,-3,-3,314
180,196,-3,-3,314
177,193,-3,-3,314
174,190,-3,-3,314
171,187,-3,-3,314
168,184,-3,-3,314
165,181,-3,-3,314
162,178,-3,-3,314
159,175,-3,-3,314
156,172,-3,-3,314
153,169,-3,-3,314
150,166,-3,-3,314
147,163,-3,-3,314
144,160,-3,-3,314
141,157,-3,-3,314
138,154,-3,-3,314
135,151,-3,-3,314
132,148,-3,-3,314
129,145,-3,-3,314
126,142,-3,-3,314
123,139,-3,-3,314
120,136,-3,-3,314
117,133,-3,-3,314
114,130,-3,-3,314
111,127,-3,-3,314
108,124,-3,-3,314
105,121,-3,-3,314
102,118,-3,-3,314
99,115,-3,-3,314
96,112,-3,-3,314
93,109,-3,-3,314
90,106,-3,-3,314
87,103,-3,-3,314
84,100,-3,-3,314
81,97,-3,-3,314
78,94,-3,-3,314
75,91,-3,-3,314
72,88,-3,-3,314
69,85,-3,-3,314
66,82,-3,-3,314
63,79,-3,-3,314
60,76,-3,-3,314
57,73,-3,-3,314
54,70,-3,-3,314
51,67,-3,-3,314
48,64,-3,-3,314
45,61,-3,-3,314
42,58,-3,-3,314
39,55,-3,-3,314
36,52,-3,-3,314
33,49,-3,-3,314
30,46,-3,-3,314
27,43,-3,-3,314
24,40,-3,-3,314
21,37,-3,-3,314
24,34,3,-3,314
27,31,3,-3,314
30,28,3,-3,314
33,25,3,-3,314
36,22,3,-3,314
39,25,3,3,314
42,28,3,3,314
45,31,3,3,314
48,34,3,3,314
51,37,3,3,314
54,40,3,3,314
57,43,3,3,314
60,46,3,3,314
63,49,3,3,314
66,52,3,3,314
69,55,3,3,314
72,58,3,3,314
75,61,3,3,314
78,64,3,3,314
81,67,3,3,314
84,70,3,3,314
87,73,3,3,314
90,76,3,3,314
93,79,3,3,314
96,82,3,3,314
99,85,3,3,314
102,88,3,3,314
105,91,3,3,314
108,94,3,3,314
111,97,3,3,314
114,100,3,3,314
117,103,3,3,314
120,106,3,3,314
123,109,3,3,314
126,112,3,3,314
129,115,3,3,314
132,118,3,3,314
135,121,3,3,314
138,124,3,3,314
141,127,3,3,314
144,130,3,3,314
147,133,3,3,314
150,136,3,3,314
153,139,3,3,314
156,142,3,3,314
159,145,3,3,314
162,148,3,3,314
165,151,3,3,314
168,154,3,3,314
171,157,3,3,314
174,160,3,3,314
177,163,3,3,314
180,166,3,3,314
183,169,3,3,314
186,172,3,3,314
189,175,3,3,314
192,178,3,3,314
195,181,3,3,314
198,184,3,3,314
201,187,3,3,314
204,190,3,3,314
207,193,3,3,315
210,196,3,3,317
213,199,3,3,318
216,202,3,3,320
219,205,3,3,321
222,208,3,3,322
225,211,3,3,322
228,214,3,3,322
231,217,3,3,322
234,220,3,3,322
237,223,3,3,322
240,226,3,3,322
243,229,3,3,322
246,232,3,3,322
249,235,3,3,322
252,238,3,3,322
255,241,3,3,322
258,244,3,3,322
261,247,3,3,323
264,250,3,3,325
267,253,3,3,327
270,256,3,3,328
273,259,3,3,328
276,262,3,3,328
279,265,3,3,328
282,268,3,3,328
285,271,3,3,328
288,274,3,3,328
291,277,3,3,328
294,280,3,3,328
297,283,3,3,328
300,286,3,3,328
303,289,3,3,329
306,292,3,3,330
309,295,3,3,331
312,298,3,3,331
315,301,3,3,331
318,304,3,3,332
321,307,3,3,332
324,310,3,3,332
327,313,3,3,332
330,316,3,3,332
333,319,3,3,332
336,322,3,3,332
339,325,3,3,332
342,328,3,3,332
345,331,3,3,332
348,334,3,3,332
351,337,3,3,332
354,340,3,3,332
357,343,3,3,332
360,346,3,3,332
363,349,3,3,332
366,352,3,3,332
369,355,3,3,332
372,358,3,3,332
375,361,3,3,332
378,364,3,3,332
381,367,3,3,332
384,370,3,3,332
387,373,3,3,332
390,376,3,3,332
393,379,3,3,332
396,382,3,3,332
399,385,3,3,332
402,388,3,3,332
405,391,3,3,332
408,394,3,3,332
411,397,3,3,332
414,400,3,3,332
417,403,3,3,332
420,406,3,3,332
423,409,3,3,332
426,412,3,3,332
429,415,3,3,332
432,418,3,3,332
435,421,3,3,332
438,424,3,3,332
441,427,3,3,332
444,430,3,3,332
447,433,3,3,332
450,436,3,3,333
453,439,3,3,334
456,442,3,3,334
459,445,3,3,335
462,448,3,3,336
465,451,3,3,339
468,454,3,3,341
471,457,3,3,343
474,460,3,3,345
477,463,3,3,348
480,466,3,3,351
483,469,3,3,354
486,472,3,3,359
489,475,3,3,361
492,478,3,3,362
495,475,3,-3,362
498,472,3,-3,362
501,469,3,-3,362
504,466,3,-3,362
507,463,3,-3,362
510,460,3,-3,362
513,457,3,-3,362
516,454,3,-3,362
519,451,3,-3,362
522,448,3,-3,362
525,445,3,-3,362
528,442,3,-3,363
531,439,3,-3,363
534,436,3,-3,364
537,433,3,-3,364
540,430,3,-3,364
543,427,3,-3,364
546,424,3,-3,364
549,421,3,-3,364
552,418,3,-3,364
555,415,3,-3,364
558,412,3,-3,364
561,409,3,-3,364
564,406,3,-3,364
567,403,3,-3,364
570,400,3,-3,364
573,397,3,-3,364
576,394,3,-3,364
579,391,3,-3,364
582,388,3,-3,362
585,385,3,-3,360
588,382,3,-3,359
591,379,3,-3,358
594,376,3,-3,355
597,373,3,-3,353
600,370,3,-3,353
603,367,3,-3,352
606,364,3,-3,352
609,361,3,-3,352
612,358,3,-3,352
615,355,3,-3,352
618,352,3,-3,349
621,349,3,-3,348
624,346,3,-3,347
627,343,3,-3,345
630,340,3,-3,345
633,337,3,-3,345
636,334,3,-3,345
639,331,3,-3,344
642,328,3,-3,343
645,325,3,-3,341
648,322,3,-3,339
651,319,3,-3,335
654,316,3,-3,330
657,313,3,-3,323
660,310,3,-3,321
663,307,3,-3,320
666,304,3,-3,317
669,301,3,-3,312
666,298,-3,-3,305
663,295,-3,-3,297
660,292,-3,-3,292
657,289,-3,-3,289
654,286,-3,-3,287
651,283,-3,-3,285
648,280,-3,-3,284
645,277,-3,-3,284
642,274,-3,-3,284
639,271,-3,-3,284
636,268,-3,-3,284
633,265,-3,-3,284
630,262,-3,-3,282
627,259,-3,-3,280
624,256,-3,-3,278
621,253,-3,-3,278
618,250,-3,-3,278
615,247,-3,-3,278
612,244,-3,-3,278
609,241,-3,-3,278
606,238,-3,-3,278
603,235,-3,-3,278
600,232,-3,-3,278
597,229,-3,-3,278
594,226,-3,-3,278
591,223,-3,-3,278
588,220,-3,-3,278
585,217,-3,-3,278
582,214,-3,-3,278
579,211,-3,-3,278
576,208,-3,-3,278
573,205,-3,-3,278
570,202,-3,-3,278
567,199,-3,-3,278
564,196,-3,-3,278
561,193,-3,-3,278
558,190,-3,-3,278
555,187,-3,-3,278
552,184,-3,-3,278
549,181,-3,-3,278
546,178,-3,-3,278
543,175,-3,-3,278
540,172,-3,-3,278
537,169,-3,-3,278
534,166,-3,-3,278
531,163,-3,-3,278
528,160,-3,-3,278
525,157,-3,-3,278
522,154,-3,-3,278
519,151,-3,-3,278
516,148,-3,-3,278
513,145,-3,-3,278
510,142,-3,-3,278
507,139,-3,-3,278
504,136,-3,-3,278
501,133,-3,-3,278
498,130,-3,-3,278
495,127,-3,-3,278
492,124,-3,-3,278
489,121,-3,-3,278
486,118,-3,-3,278
483,115,-3,-3,278
480,112,-3,-3,278
477,109,-3,-3,278
474,106,-3,-3,278
471,103,-3,-3,278
468,100,-3,-3,278
465,97,-3,-3,278
462,94,-3,-3,278
459,91,-3,-3,278
456,88,-3,-3,278
453,85,-3,-3,278
450,82,-3,-3,278
447,79,-3,-3,278
444,76,-3,-3,278
441,73,-3,-3,278
438,70,-3,-3,278
435,67,-3,-3,278
432,64,-3,-3,278
429,61,-3,-3,278
426,58,-3,-3,278
423,55,-3,-3,278
420,52,-3,-3,278
417,49,-3,-3,278
414,46,-3,-3,278
411,43,-3,-3,278
408,40,-3,-3,278
405,37,-3,-3,278
402,34,-3,-3,278
399,31,-3,-3,278
396,28,-3,-3,278
393,25,-3,-3,278
390,22,-3,-3,278
387,25,-3,3,278
384,28,-3,3,278
381,31,-3,3,278
378,34,-3,3,278
375,37,-3,3,278
372,40,-3,3,278
369,43,-3,3,278
366,46,-3,3,278
363,49,-3,3,278
360,52,-3,3,278
357,55,-3,3,278
354,58,-3,3,278
351,61,-3,3,278
348,64,-3,3,278
345,67,-3,3,278
342,70,-3,3,278
339,73,-3,3,278
336,76,-3,3,278
333,79,-3,3,278
330,82,-3,3,278
327,85,-3,3,278
324,88,-3,3,278
321,91,-3,3,278
318,94,-3,3,278
315,97,-3,3,278
312,100,-3,3,278
309,103,-3,3,278
306,106,-3,3,278
303,109,-3,3,278
300,112,-3,3,278
297,115,-3,3,278
294,118,-3,3,278
291,121,-3,3,278
288,124,-3,3,278
285,127,-3,3,278
282,130,-3,3,278
279,133,-3,3,278
276,136,-3,3,278
273,139,-3,3,278
270,142,-3,3,278
267,145,-3,3,278
264,148,-3,3,278
261,151,-3,3,278
258,154,-3,3,278
255,157,-3,3,278
252,160,-3,3,278
249,163,-3,3,278
246,166,-3,3,278
243,169,-3,3,278
240,172,-3,3,278
237,175,-3,3,278
234,178,-3,3,278
231,181,-3,3,278
228,184,-3,3,278
225,187,-3,3,278
222,190,-3,3,278
219,193,-3,3,278
216,196,-3,3,278
213,199,-3,3,278
210,202,-3,3,278
207,205,-3,3,278
204,208,-3,3,278
201,211,-3,3,278
198,214,-3,3,278
195,217,-3,3,278
192,220,-3,3,278
189,223,-3,3,278
186,226,-3,3,278
183,229,-3,3,278
180,232,-3,3,278
177,235,-3,3,278
174,238,-3,3,278
171,241,-3,3,278
168,244,-3,3,278
165,247,-3,3,278
162,250,-3,3,278
159,253,-3,3,278
156,256,-3,3,278
153,259,-3,3,278
150,262,-3,3,278
147,265,-3,3,278
144,268,-3,3,278
141,271,-3,3,278
138,274,-3,3,278
135,277,-3,3,278
132,280,-3,3,278
129,283,-3,3,278
126,286,-3,3,278
123,289,-3,3,278
120,292,-3,3,278
117,295,-3,3,278
114,298,-3,3,278
111,301,-3,3,278
108,304,-3,3,278
105,307,-3,3,278
102,310,-3,3,278
99,313,-3,3,278
96,316,-3,3,278
93,319,-3,3,278
90,322,-3,3,278
87,325,-3,3,278
84,328,-3,3,278
81,331,-3,3,278
78,334,-3,3,278
75,337,-3,3,278
72,340,-3,3,278
69,343,-3,3,278
66,346,-3,3,278
63,349,-3,3,278
60,352,-3,3,278
57,355,-3,3,278
54,358,-3,3,278
51,361,-3,3,278
48,364,-3,3,278
45,367,-3,3,278
42,370,-3,3,278
39,373,-3,3,278
36,376,-3,3,278
33,379,-3,3,278
30,382,-3,3,278
27,385,-3,3,278
24,388,-3,3,278
21,391,-3,3,278
24,394,3,3,278
27,397,3,3,278
30,400,3,3,278
33,403,3,3,278
36,406,3,3,278
39,409,3,3,278
42,412,3,3,278
45,415,3,3,278
48,418,3,3,278
51,421,3,3,278
54,424,3,3,278
57,427,3,3,278
60,430,3,3,278
63,433,3,3,278
66,436,3,3,277
69,439,3,3,275
72,442,3,3,274
75,445,3,3,272
78,448,3,3,271
81,451,3,3,271
84,454,3,3,271
87,457,3,3,271
90,460,3,3,271
93,463,3,3,271
96,466,3,3,271
99,469,3,3,270
102,472,3,3,270
105,475,3,3,269
108,478,3,3,268
111,475,3,-3,268
114,472,3,-3,268
117,469,3,-3,268
120,466,3,-3,268
123,463,3,-3,268
126,460,3,-3,268
129,457,3,-3,267
132,454,3,-3,267
135,451,3,-3,267
138,448,3,-3,267
141,445,3,-3,267
144,442,3,-3,267
147,439,3,-3,267
150,436,3,-3,267
153,433,3,-3,267
156,430,3,-3,267
159,427,3,-3,267
162,424,3,-3,267
165,421,3,-3,267
168,418,3,-3,267
171,415,3,-3,267
174,412,3,-3,267
177,409,3,-3,267
180,406,3,-3,267
183,403,3,-3,267
186,400,3,-3,267
189,397,3,-3,267
192,394,3,-3,267
195,391,3,-3,267
198,388,3,-3,267
201,385,3,-3,267
204,382,3,-3,267
207,379,3,-3,267
210,376,3,-3,267
213,373,3,-3,267
216,370,3,-3,267
219,367,3,-3,267
222,364,3,-3,267
225,361,3,-3,267
228,358,3,-3,267
231,355,3,-3,267
234,352,3,-3,267
237,349,3,-3,267
240,346,3,-3,267
243,343,3,-3,267
246,340,3,-3,267
249,337,3,-3,267
252,334,3,-3,267
255,331,3,-3,267
258,328,3,-3,267
261,325,3,-3,267
264,322,3,-3,267
267,319,3,-3,267
270,316,3,-3,267
273,313,3,-3,267
276,310,3,-3,267
279,307,3,-3,266
282,304,3,-3,263
285,301,3,-3,261
288,298,3,-3,260
291,295,3,-3,258
294,292,3,-3,257
297,289,3,-3,257
300,286,3,-3,255
303,283,3,-3,254
306,280,3,-3,252
309,277,3,-3,249
312,274,3,-3,247
315,271,3,-3,247
318,268,3,-3,247
321,265,3,-3,247
324,262,3,-3,247
327,259,3,-3,246
330,256,3,-3,244
333,253,3,-3,238
336,250,3,-3,228
339,247,3,-3,220
342,244,3,-3,215
345,241,3,-3,211
348,238,3,-3,209
351,235,3,-3,207
354,232,3,-3,207
357,229,3,-3,207
360,226,3,-3,207
363,223,3,-3,207
366,220,3,-3,207
369,217,3,-3,207
372,214,3,-3,207
375,211,3,-3,207
378,208,3,-3,207
381,205,3,-3,207
384,202,3,-3,207
387,199,3,-3,207
390,196,3,-3,207
393,193,3,-3,207
396,190,3,-3,207
399,187,3,-3,207
402,184,3,-3,207
405,181,3,-3,207
408,178,3,-3,207
411,175,3,-3,207
414,172,3,-3,207
417,169,3,-3,207
420,166,3,-3,207
423,163,3,-3,207
426,160,3,-3,207
429,157,3,-3,207
432,154,3,-3,207
435,151,3,-3,207
438,148,3,-3,206
441,145,3,-3,201
444,142,3,-3,195
447,139,3,-3,189
450,136,3,-3,184
453,133,3,-3,179
