x,y,vx,vy,Paddle.y
468,112,-6,-6,235
462,106,-6,-6,180
456,100,-6,-6,215
450,94,-6,-6,182
444,88,-6,-6,233
438,82,-6,-6,233
432,76,-6,-6,241
426,70,-6,-6,244
420,64,-6,-6,236
414,58,-6,-6,193
408,52,-6,-6,233
402,46,-6,-6,257
396,40,-6,-6,232
390,34,-6,-6,264
384,28,-6,-6,213
378,22,-6,-6,278
372,28,-6,6,221
366,34,-6,6,221
360,40,-6,6,286
354,46,-6,6,292
348,52,-6,6,234
342,58,-6,6,211
336,64,-6,6,286
330,70,-6,6,278
324,76,-6,6,299
318,82,-6,6,246
312,88,-6,6,318
306,94,-6,6,318
300,100,-6,6,282
294,106,-6,6,278
288,112,-6,6,217
282,118,-6,6,315
276,124,-6,6,236
270,130,-6,6,246
264,136,-6,6,296
258,142,-6,6,352
252,148,-6,6,250
246,154,-6,6,250
240,160,-6,6,311
234,166,-6,6,327
228,172,-6,6,267
222,178,-6,6,276
216,184,-6,6,276
210,190,-6,6,318
204,196,-6,6,290
198,202,-6,6,277
192,208,-6,6,279
186,214,-6,6,295
180,220,-6,6,298
174,226,-6,6,298
168,232,-6,6,279
162,238,-6,6,242
156,244,-6,6,302
150,250,-6,6,301
144,256,-6,6,301
138,262,-6,6,209
132,268,-6,6,315
126,274,-6,6,286
120,280,-6,6,257
114,286,-6,6,204
108,292,-6,6,296
102,298,-6,6,296
96,304,-6,6,156
90,310,-6,6,296
84,316,-6,6,304
78,322,-6,6,303
72,328,-6,6,246
66,334,-6,6,222
60,340,-6,6,275
54,346,-6,6,282
48,352,-6,6,159
42,358,-6,6,270
36,364,-6,6,280
30,370,-6,6,280
24,376,-6,6,282
30,382,6,6,164
36,388,6,6,227
42,394,6,6,231
48,400,6,6,212
54,406,6,6,163
60,412,6,6,247
66,418,6,6,169
72,424,6,6,247
78,430,6,6,156
84,436,6,6,224
90,442,6,6,219
96,448,6,6,246
102,454,6,6,246
108,460,6,6,148
114,466,6,6,155
120,472,6,6,175
126,478,6,6,268
132,472,6,-6,100
138,466,6,-6,290
144,460,6,-6,288
150,454,6,-6,286
156,448,6,-6,266
162,442,6,-6,165
168,436,6,-6,291
174,430,6,-6,250
180,424,6,-6,213
186,418,6,-6,264
192,412,6,-6,309
198,406,6,-6,331
204,400,6,-6,305
210,394,6,-6,95
216,388,6,-6,334
222,382,6,-6,334
228,376,6,-6,178
234,370,6,-6,204
240,364,6,-6,335
246,358,6,-6,390
252,352,6,-6,187
258,346,6,-6,336
264,340,6,-6,310
270,334,6,-6,352
276,328,6,-6,225
282,322,6,-6,279
288,316,6,-6,340
294,310,6,-6,340
300,304,6,-6,312
306,298,6,-6,295
312,292,6,-6,289
318,286,6,-6,330
324,280,6,-6,338
330,274,6,-6,286
336,268,6,-6,295
342,262,6,-6,299
348,256,6,-6,360
354,250,6,-6,358
360,244,6,-6,251
366,238,6,-6,251
372,232,6,-6,404
378,226,6,-6,326
384,220,6,-6,294
390,214,6,-6,215
396,208,6,-6,334
402,202,6,-6,235
408,196,6,-6,283
414,190,6,-6,308
420,184,6,-6,355
426,178,6,-6,339
432,172,6,-6,275
438,166,6,-6,321
444,160,6,-6,243
450,154,6,-6,266
456,148,6,-6,234
462,142,6,-6,225
468,136,6,-6,300
474,130,6,-6,291
480,124,6,-6,149
486,118,6,-6,149
492,112,6,-6,227
498,106,6,-6,217
504,100,6,-6,198
510,94,6,-6,144
516,88,6,-6,247
522,82,6,-6,171
528,76,6,-6,155
534,70,6,-6,162
540,64,6,-6,176
546,58,6,-6,169
552,52,6,-6,135
558,46,6,-6,135
564,40,6,-6,110
570,34,6,-6,87
576,28,6,-6,103
582,22,6,-6,118
588,28,6,6,84
594,34,6,6,74
600,40,6,6,93
606,46,6,6,136
612,52,6,6,73
618,58,6,6,36
624,64,6,6,80
630,70,6,6,75
636,76,6,6,73
642,82,6,6,80
648,88,6,6,90
654,94,6,6,84
660,100,6,6,116
666,106,6,6,80
660,112,-6,6,90
654,118,-6,6,105
648,124,-6,6,117
642,130,-6,6,93
636,136,-6,6,110
630,142,-6,6,95
624,148,-6,6,119
618,154,-6,6,119
612,160,-6,6,122
606,166,-6,6,134
600,172,-6,6,98
594,178,-6,6,132
588,184,-6,6,145
582,190,-6,6,95
576,196,-6,6,198
570,202,-6,6,198
564,208,-6,6,156
558,214,-6,6,95
552,220,-6,6,132
546,226,-6,6,237
540,232,-6,6,168
534,238,-6,6,153
528,244,-6,6,217
522,250,-6,6,160
516,256,-6,6,95
510,262,-6,6,277
504,268,-6,6,166
498,274,-6,6,255
492,280,-6,6,286
486,286,-6,6,167
480,292,-6,6,95
474,298,-6,6,95
468,304,-6,6,256
462,310,-6,6,95
456,316,-6,6,263
450,322,-6,6,189
444,328,-6,6,198
438,334,-6,6,95
432,340,-6,6,160
426,346,-6,6,272
420,352,-6,6,184
414,358,-6,6,168
408,364,-6,6,242
402,370,-6,6,95
396,376,-6,6,176
390,382,-6,6,174
384,388,-6,6,155
378,394,-6,6,239
372,400,-6,6,241
366,406,-6,6,176
360,412,-6,6,95
354,418,-6,6,199
348,424,-6,6,138
342,430,-6,6,171
336,436,-6,6,160
330,442,-6,6,95
324,448,-6,6,125
318,454,-6,6,95
312,460,-6,6,179
306,466,-6,6,132
300,472,-6,6,150
294,478,-6,6,95
288,472,-6,-6,167
282,466,-6,-6,95
276,460,-6,-6,159
270,454,-6,-6,173
264,448,-6,-6,242
258,442,-6,-6,130
252,436,-6,-6,118
246,430,-6,-6,95
240,424,-6,-6,152
234,418,-6,-6,130
228,412,-6,-6,206
222,406,-6,-6,95
216,400,-6,-6,151
210,394,-6,-6,151
204,388,-6,-6,96
198,382,-6,-6,152
192,376,-6,-6,164
186,370,-6,-6,96
180,364,-6,-6,170
174,358,-6,-6,138
168,352,-6,-6,138
162,346,-6,-6,119
156,340,-6,-6,122
150,334,-6,-6,95
144,328,-6,-6,223
138,322,-6,-6,95
132,316,-6,-6,145
126,310,-6,-6,95
120,304,-6,-6,146
114,298,-6,-6,166
108,292,-6,-6,156
102,286,-6,-6,99
96,280,-6,-6,95
90,274,-6,-6,160
84,268,-6,-6,160
78,262,-6,-6,158
72,256,-6,-6,131
66,250,-6,-6,160
60,244,-6,-6,95
54,238,-6,-6,210
48,232,-6,-6,95
42,226,-6,-6,257
36,220,-6,-6,190
30,214,-6,-6,165
24,208,-6,-6,95
30,202,6,-6,95
36,196,6,-6,95
42,190,6,-6,95
48,184,6,-6,95
54,178,6,-6,95
60,172,6,-6,95
66,166,6,-6,95
72,160,6,-6,95
78,154,6,-6,95
84,148,6,-6,95
90,142,6,-6,95
96,136,6,-6,95
102,130,6,-6,95
108,124,6,-6,95
114,118,6,-6,95
120,112,6,-6,95
126,106,6,-6,95
132,100,6,-6,95
138,94,6,-6,95
144,88,6,-6,95
150,82,6,-6,95
156,76,6,-6,95
162,70,6,-6,95
168,64,6,-6,95
174,58,6,-6,95
180,52,6,-6,95
186,46,6,-6,95
192,40,6,-6,95
198,34,6,-6,95
204,28,6,-6,95
210,22,6,-6,95
216,28,6,6,95
222,34,6,6,95
228,40,6,6,95
234,46,6,6,95
240,52,6,6,95
246,58,6,6,95
252,64,6,6,95
258,70,6,6,95
264,76,6,6,95
270,82,6,6,95
276,88,6,6,95
282,94,6,6,95
288,100,6,6,95
294,106,6,6,95
300,112,6,6,95
306,118,6,6,95
312,124,6,6,95
318,130,6,6,95
324,136,6,6,95
330,142,6,6,104
336,148,6,6,123
342,154,6,6,137
348,160,6,6,148
354,166,6,6,156
360,172,6,6,163
366,178,6,6,168
372,184,6,6,174
378,190,6,6,181
384,196,6,6,194
390,202,6,6,211
396,208,6,6,225
402,214,6,6,235
408,220,6,6,246
414,226,6,6,256
420,232,6,6,261
426,238,6,6,264
432,244,6,6,269
438,250,6,6,275
444,256,6,6,279
450,262,6,6,284
456,268,6,6,290
462,274,6,6,298
468,280,6,6,305
474,286,6,6,314
480,292,6,6,326
486,298,6,6,336
492,304,6,6,345
498,310,6,6,356
504,316,6,6,365
510,322,6,6,369
516,328,6,6,373
522,334,6,6,378
528,340,6,6,382
534,346,6,6,384
540,352,6,6,386
546,358,6,6,388
552,364,6,6,392
558,370,6,6,397
564,376,6,6,399
570,382,6,6,400
576,388,6,6,400
582,394,6,6,400
588,400,6,6,400
594,406,6,6,400
600,412,6,6,400
606,418,6,6,400
612,424,6,6,401
618,430,6,6,401
624,436,6,6,401
630,442,6,6,401
636,448,6,6,401
642,454,6,6,401
648,460,6,6,401
654,466,6,6,401
660,472,6,6,401
666,478,6,6,402
672,472,6,-6,406
678,466,6,-6,411
672,460,-6,-6,411
666,454,-6,-6,427
660,448,-6,-6,406
654,442,-6,-6,405
648,436,-6,-6,387
642,430,-6,-6,403
636,424,-6,-6,383
630,418,-6,-6,391
624,412,-6,-6,373
618,406,-6,-6,379
612,400,-6,-6,365
606,394,-6,-6,359
600,388,-6,-6,381
594,382,-6,-6,354
588,376,-6,-6,377
582,370,-6,-6,313
576,364,-6,-6,319
570,358,-6,-6,351
564,352,-6,-6,356
558,346,-6,-6,356
552,340,-6,-6,334
546,334,-6,-6,333
540,328,-6,-6,351
534,322,-6,-6,278
528,316,-6,-6,343
522,310,-6,-6,253
516,304,-6,-6,342
510,298,-6,-6,278
504,292,-6,-6,308
498,286,-6,-6,221
492,280,-6,-6,324
486,274,-6,-6,324
480,268,-6,-6,190
474,262,-6,-6,243
468,256,-6,-6,315
462,250,-6,-6,253
456,244,-6,-6,224
450,238,-6,-6,196
444,232,-6,-6,310
438,226,-6,-6,327
432,220,-6,-6,212
426,214,-6,-6,202
420,208,-6,-6,316
414,202,-6,-6,258
408,196,-6,-6,323
402,190,-6,-6,194
396,184,-6,-6,323
390,178,-6,-6,226
384,172,-6,-6,215
378,166,-6,-6,217
372,160,-6,-6,307
366,154,-6,-6,307
360,148,-6,-6,220
354,142,-6,-6,244
348,136,-6,-6,305
342,130,-6,-6,245
336,124,-6,-6,382
330,118,-6,-6,292
324,112,-6,-6,302
318,106,-6,-6,235
312,100,-6,-6,299
306,94,-6,-6,347
300,88,-6,-6,290
294,82,-6,-6,290
288,76,-6,-6,321
282,70,-6,-6,354
276,64,-6,-6,312
270,58,-6,-6,268
264,52,-6,-6,320
258,46,-6,-6,382
252,40,-6,-6,323
246,34,-6,-6,268
240,28,-6,-6,317
234,22,-6,-6,382
228,28,-6,6,353
222,34,-6,6,286
216,40,-6,6,286
210,46,-6,6,350
204,52,-6,6,301
198,58,-6,6,259
192,64,-6,6,334
186,70,-6,6,387
180,76,-6,6,309
174,82,-6,6,309
168,88,-6,6,359
162,94,-6,6,362
156,100,-6,6,319
150,106,-6,6,339
144,112,-6,6,339
138,118,-6,6,352
132,124,-6,6,359
126,130,-6,6,324
120,136,-6,6,302
114,142,-6,6,336
108,148,-6,6,367
102,154,-6,6,367
96,160,-6,6,314
90,166,-6,6,277
84,172,-6,6,372
78,178,-6,6,322
72,184,-6,6,370
66,190,-6,6,240
60,196,-6,6,384
54,202,-6,6,291
48,208,-6,6,266
42,214,-6,6,220
36,220,-6,6,366
30,226,-6,6,365
24,232,-6,6,285
30,238,6,6,330
36,244,6,6,351
42,250,6,6,324
48,256,6,6,218
54,262,6,6,243
60,268,6,6,288
66,274,6,6,227
72,280,6,6,168
78,286,6,6,280
84,292,6,6,290
90,298,6,6,291
96,304,6,6,108
102,310,6,6,108
108,316,6,6,278
114,322,6,6,227
120,328,6,6,201
126,334,6,6,163
132,340,6,6,247
138,346,6,6,169
144,352,6,6,247
150,358,6,6,153
156,364,6,6,196
162,370,6,6,191
168,376,6,6,244
174,382,6,6,244
180,388,6,6,183
186,394,6,6,153
192,400,6,6,172
198,406,6,6,267
204,412,6,6,100
210,418,6,6,278
216,424,6,6,279
222,430,6,6,286
228,436,6,6,265
234,442,6,6,138
240,448,6,6,281
246,454,6,6,223
252,460,6,6,188
258,466,6,6,203
264,472,6,6,306
270,478,6,6,331
276,472,6,-6,295
282,466,6,-6,95
288,460,6,-6,314
294,454,6,-6,314
300,448,6,-6,166
306,442,6,-6,173
312,436,6,-6,349
318,430,6,-6,390
324,424,6,-6,187
330,418,6,-6,323
336,412,6,-6,313
342,406,6,-6,327
348,400,6,-6,225
354,394,6,-6,253
360,388,6,-6,340
366,382,6,-6,340
372,376,6,-6,313
378,370,6,-6,294
384,364,6,-6,314
390,358,6,-6,332
396,352,6,-6,338
402,346,6,-6,314
408,340,6,-6,313
414,334,6,-6,310
420,328,6,-6,361
426,322,6,-6,362
432,316,6,-6,290
438,310,6,-6,290
444,304,6,-6,404
450,298,6,-6,365
456,292,6,-6,339
462,286,6,-6,279
468,280,6,-6,335
474,274,6,-6,314
480,268,6,-6,311
486,262,6,-6,311
492,256,6,-6,382
498,250,6,-6,335
504,244,6,-6,307
510,238,6,-6,346
516,232,6,-6,271
522,226,6,-6,288
528,220,6,-6,279
534,214,6,-6,267
540,208,6,-6,308
546,202,6,-6,309
552,196,6,-6,196
558,190,6,-6,196
564,184,6,-6,278
570,178,6,-6,233
576,172,6,-6,234
582,166,6,-6,211
588,160,6,-6,247
594,154,6,-6,204
600,148,6,-6,159
606,142,6,-6,195
612,136,6,-6,176
618,130,6,-6,169
624,124,6,-6,168
630,118,6,-6,168
636,112,6,-6,117
642,106,6,-6,112
648,100,6,-6,123
654,94,6,-6,140
660,88,6,-6,88
666,82,6,-6,72
660,76,-6,-6,87
654,70,-6,-6,82
648,64,-6,-6,82
642,58,-6,-6,96
636,52,-6,-6,73
630,46,-6,-6,75
624,40,-6,-6,80
618,34,-6,-6,36
612,28,-6,-6,65
606,22,-6,-6,135
600,28,-6,6,109
594,34,-6,6,64
588,40,-6,6,84
582,46,-6,6,118
576,52,-6,6,116
570,58,-6,6,89
564,64,-6,6,117
558,70,-6,6,135
552,76,-6,6,135
546,82,-6,6,169
540,88,-6,6,165
534,94,-6,6,168
528,100,-6,6,154
522,106,-6,6,175
516,112,-6,6,247
510,118,-6,6,156
504,124,-6,6,203
498,130,-6,6,225
492,136,-6,6,233
486,142,-6,6,171
480,148,-6,6,171
474,154,-6,6,291
468,160,-6,6,300
462,166,-6,6,248
456,172,-6,6,237
450,178,-6,6,266
444,184,-6,6,272
438,190,-6,6,323
432,196,-6,6,276
426,202,-6,6,317
420,208,-6,6,360
414,214,-6,6,310
408,220,-6,6,273
402,226,-6,6,256
396,232,-6,6,334
390,238,-6,6,222
384,244,-6,6,304
378,250,-6,6,350
372,256,-6,6,367
366,262,-6,6,253
360,268,-6,6,253
354,274,-6,6,359
348,280,-6,6,361
342,286,-6,6,302
336,292,-6,6,291
330,298,-6,6,286
324,304,-6,6,338
318,310,-6,6,332
312,316,-6,6,290
306,322,-6,6,296
300,328,-6,6,314
294,334,-6,6,340
288,340,-6,6,340
282,346,-6,6,273
276,352,-6,6,225
270,358,-6,6,352
264,364,-6,6,290
258,370,-6,6,329
252,376,-6,6,187
246,382,-6,6,390
240,388,-6,6,335
234,394,-6,6,186
228,400,-6,6,178
222,406,-6,6,334
216,412,-6,6,334
210,418,-6,6,95
204,424,-6,6,305
198,430,-6,6,331
192,436,-6,6,309
186,442,-6,6,263
180,448,-6,6,209
174,454,-6,6,244
168,460,-6,6,291
162,466,-6,6,165
156,472,-6,6,266
150,478,-6,6,286
144,472,-6,-6,287
138,466,-6,-6,226
132,460,-6,-6,100
126,454,-6,-6,267
120,448,-6,-6,174
114,442,-6,-6,154
108,436,-6,-6,141
102,430,-6,-6,246
96,424,-6,-6,246
90,418,-6,-6,220
84,412,-6,-6,224
78,406,-6,-6,153
72,400,-6,-6,247
66,394,-6,-6,169
60,388,-6,-6,247
54,382,-6,-6,163
48,376,-6,-6,210
42,370,-6,-6,230
36,364,-6,-6,278
30,358,-6,-6,108
24,352,-6,-6,108
30,346,6,-6,291
36,340,6,-6,286
42,334,6,-6,266
48,328,6,-6,100
54,322,6,-6,291
60,316,6,-6,271
66,310,6,-6,219
72,304,6,-6,266
78,298,6,-6,319
84,292,6,-6,370
90,286,6,-6,305
96,280,6,-6,95
102,274,6,-6,334
108,268,6,-6,334
114,262,6,-6,140
120,256,6,-6,191
126,250,6,-6,292
132,244,6,-6,390
138,238,6,-6,175
144,232,6,-6,348
150,226,6,-6,295
156,220,6,-6,352
162,214,6,-6,225
168,208,6,-6,281
174,202,6,-6,339
180,196,6,-6,339
186,190,6,-6,307
192,184,6,-6,278
198,178,6,-6,281
204,172,6,-6,314
210,166,6,-6,338
216,160,6,-6,264
222,154,6,-6,254
228,148,6,-6,240
234,142,6,-6,335
240,136,6,-6,333
246,130,6,-6,189
252,124,6,-6,189
258,118,6,-6,338
264,112,6,-6,300
270,106,6,-6,218
276,100,6,-6,152
282,94,6,-6,334
288,88,6,-6,95
294,82,6,-6,225
300,76,6,-6,290
306,70,6,-6,382
312,64,6,-6,324
318,58,6,-6,230
324,52,6,-6,276
330,46,6,-6,293
336,40,6,-6,226
342,34,6,-6,189
348,28,6,-6,146
354,22,6,-6,300
360,28,6,6,294
366,34,6,6,108
372,40,6,6,108
378,46,6,6,278
384,52,6,6,200
390,58,6,6,187
396,64,6,6,142
402,70,6,6,247
408,76,6,6,144
414,82,6,6,161
420,88,6,6,153
426,94,6,6,176
432,100,6,6,145
438,106,6,6,154
444,112,6,6,154
450,118,6,6,135
456,124,6,6,108
462,130,6,6,134
468,136,6,6,166
474,142,6,6,96
480,148,6,6,147
486,154,6,6,160
492,160,6,6,186
498,166,6,6,101
504,172,6,6,99
510,178,6,6,161
516,184,6,6,108
522,190,6,6,105
528,196,6,6,130
534,202,6,6,100
540,208,6,6,140
546,214,6,6,135
552,220,6,6,95
558,226,6,6,188
564,232,6,6,188
570,238,6,6,140
576,244,6,6,168
582,250,6,6,195
588,256,6,6,211
594,262,6,6,187
600,268,6,6,230
606,274,6,6,209
612,280,6,6,241
618,286,6,6,225
624,292,6,6,226
630,298,6,6,263
636,304,6,6,263
642,310,6,6,290
648,316,6,6,278
654,322,6,6,284
660,328,6,6,334
666,334,6,6,338
660,340,-6,6,327
654,346,-6,6,328
648,352,-6,6,345
642,358,-6,6,354
636,364,-6,6,338
630,370,-6,6,338
624,376,-6,6,360
618,382,-6,6,362
612,388,-6,6,375
606,394,-6,6,370
600,400,-6,6,358
594,406,-6,6,358
588,412,-6,6,358
582,418,-6,6,368
576,424,-6,6,338
570,430,-6,6,382
564,436,-6,6,363
558,442,-6,6,360
552,448,-6,6,338
546,454,-6,6,338
540,460,-6,6,356
534,466,-6,6,346
528,472,-6,6,341
522,478,-6,6,338
516,472,-6,-6,338
510,466,-6,-6,338
504,460,-6,-6,346
498,454,-6,-6,325
492,448,-6,-6,305
486,442,-6,-6,322
480,436,-6,-6,338
474,430,-6,-6,338
468,424,-6,-6,302
462,418,-6,-6,300
456,412,-6,-6,328
450,406,-6,-6,310
444,400,-6,-6,323
438,394,-6,-6,287
432,388,-6,-6,333
426,382,-6,-6,308
420,376,-6,-6,275
414,370,-6,-6,272
408,364,-6,-6,310
402,358,-6,-6,338
396,352,-6,-6,176
390,346,-6,-6,261
384,340,-6,-6,307
378,334,-6,-6,292
372,328,-6,-6,276
366,322,-6,-6,270
360,316,-6,-6,338
354,310,-6,-6,302
348,304,-6,-6,259
342,298,-6,-6,267
336,292,-6,-6,338
330,286,-6,-6,338
324,280,-6,-6,338
318,274,-6,-6,258
312,268,-6,-6,307
306,262,-6,-6,267
300,256,-6,-6,262
294,250,-6,-6,230
288,244,-6,-6,286
282,238,-6,-6,286
276,232,-6,-6,281
270,226,-6,-6,230
264,220,-6,-6,276
258,214,-6,-6,294
252,208,-6,-6,276
246,202,-6,-6,307
240,196,-6,-6,274
234,190,-6,-6,271
228,184,-6,-6,298
222,178,-6,-6,298
216,172,-6,-6,261
210,166,-6,-6,261
204,160,-6,-6,306
198,154,-6,-6,325
192,148,-6,-6,306
186,142,-6,-6,230
180,136,-6,-6,306
174,130,-6,-6,338
168,124,-6,-6,267
162,118,-6,-6,290
156,112,-6,-6,338
150,106,-6,-6,352
144,100,-6,-6,327
138,94,-6,-6,338
132,88,-6,-6,338
126,82,-6,-6,335
120,76,-6,-6,272
114,70,-6,-6,246
108,64,-6,-6,289
102,58,-6,-6,372
96,52,-6,-6,338
90,46,-6,-6,280
84,40,-6,-6,292
78,34,-6,-6,342
72,28,-6,-6,338
66,22,-6,-6,314
60,28,-6,6,314
54,34,-6,6,338
48,40,-6,6,338
42,46,-6,6,318
36,52,-6,6,315
30,58,-6,6,310
24,64,-6,6,339
30,70,6,6,339
36,76,6,6,339
42,82,6,6,339
48,88,6,6,339
54,94,6,6,339
60,100,6,6,339
66,106,6,6,339
72,112,6,6,339
78,118,6,6,339
84,124,6,6,339
90,130,6,6,339
96,136,6,6,339
102,142,6,6,339
108,148,6,6,339
114,154,6,6,339
120,160,6,6,339
126,166,6,6,339
132,172,6,6,339
138,178,6,6,339
144,184,6,6,339
150,190,6,6,339
156,196,6,6,339
162,202,6,6,339
168,208,6,6,339
174,214,6,6,339
180,220,6,6,339
186,226,6,6,339
192,232,6,6,339
198,238,6,6,339
204,244,6,6,339
210,250,6,6,339
216,256,6,6,339
222,262,6,6,339
228,268,6,6,339
234,274,6,6,339
240,280,6,6,339
246,286,6,6,339
252,292,6,6,339
258,298,6,6,339
264,304,6,6,340
270,310,6,6,340
276,316,6,6,340
282,322,6,6,340
288,328,6,6,340
294,334,6,6,340
300,340,6,6,340
306,346,6,6,340
312,352,6,6,340
318,358,6,6,340
324,364,6,6,340
330,370,6,6,340
336,376,6,6,340
342,382,6,6,340
348,388,6,6,340
354,394,6,6,340
360,400,6,6,340
366,406,6,6,340
372,412,6,6,340
378,418,6,6,340
384,424,6,6,340
390,430,6,6,340
396,436,6,6,340
402,442,6,6,340
408,448,6,6,340
414,454,6,6,340
420,460,6,6,340
426,466,6,6,340
432,472,6,6,340
438,478,6,6,340
444,472,6,-6,340
450,466,6,-6,340
456,460,6,-6,340
462,454,6,-6,340
468,448,6,-6,340
474,442,6,-6,340
480,436,6,-6,340
486,430,6,-6,340
492,424,6,-6,340
498,418,6,-6,340
504,412,6,-6,339
510,406,6,-6,336
516,400,6,-6,330
522,394,6,-6,322
528,388,6,-6,315
534,382,6,-6,309
540,376,6,-6,305
546,370,6,-6,301
552,364,6,-6,297
558,358,6,-6,296
564,352,6,-6,296
570,346,6,-6,296
576,340,6,-6,296
582,334,6,-6,296
588,328,6,-6,296
594,322,6,-6,296
600,316,6,-6,296
606,310,6,-6,296
612,304,6,-6,296
618,298,6,-6,290
624,292,6,-6,273
630,286,6,-6,263
636,280,6,-6,261
642,274,6,-6,261
648,268,6,-6,261
654,262,6,-6,261
660,256,6,-6,259
666,250,6,-6,257
660,244,-6,-6,257
654,238,-6,-6,256
648,232,-6,-6,255
642,226,-6,-6,252
636,220,-6,-6,248
630,214,-6,-6,247
624,208,-6,-6,247
618,202,-6,-6,247
612,196,-6,-6,247
606,190,-6,-6,247
600,184,-6,-6,247
594,178,-6,-6,247
588,172,-6,-6,247
582,166,-6,-6,247
576,160,-6,-6,247
570,154,-6,-6,247
564,148,-6,-6,247
558,142,-6,-6,247
552,136,-6,-6,247
546,130,-6,-6,247
540,124,-6,-6,247
534,118,-6,-6,247
528,112,-6,-6,247
522,106,-6,-6,247
516,100,-6,-6,247
510,94,-6,-6,247
504,88,-6,-6,247
498,82,-6,-6,247
492,76,-6,-6,247
486,70,-6,-6,247
480,64,-6,-6,247
474,58,-6,-6,247
468,52,-6,-6,247
462,46,-6,-6,247
456,40,-6,-6,247
450,34,-6,-6,247
444,28,-6,-6,247
438,22,-6,-6,247
432,28,-6,6,247
426,34,-6,6,247
420,40,-6,6,247
414,46,-6,6,247
408,52,-6,6,247
402,58,-6,6,247
396,64,-6,6,247
390,70,-6,6,247
384,76,-6,6,247
378,82,-6,6,247
372,88,-6,6,247
366,94,-6,6,247
360,100,-6,6,247
354,106,-6,6,247
348,112,-6,6,247
342,118,-6,6,247
336,124,-6,6,247
330,130,-6,6,247
324,136,-6,6,247
318,142,-6,6,247
312,148,-6,6,247
306,154,-6,6,247
300,160,-6,6,247
294,166,-6,6,247
288,172,-6,6,247
282,178,-6,6,247
276,184,-6,6,247
270,190,-6,6,247
264,196,-6,6,247
258,202,-6,6,247
252,208,-6,6,247
246,214,-6,6,247
240,220,-6,6,247
234,226,-6,6,247
228,232,-6,6,247
222,238,-6,6,247
216,244,-6,6,247
210,250,-6,6,247
204,256,-6,6,247
198,262,-6,6,247
192,268,-6,6,247
186,274,-6,6,247
180,280,-6,6,247
174,286,-6,6,247
168,292,-6,6,247
162,298,-6,6,247
156,304,-6,6,247
150,310,-6,6,247
144,316,-6,6,247
138,322,-6,6,247
132,328,-6,6,247
126,334,-6,6,247
120,340,-6,6,247
114,346,-6,6,247
108,352,-6,6,247
102,358,-6,6,247
96,364,-6,6,247
90,370,-6,6,247
84,376,-6,6,247
78,382,-6,6,247
72,388,-6,6,247
66,394,-6,6,247
60,400,-6,6,247
54,406,-6,6,247
48,412,-6,6,247
42,418,-6,6,247
36,424,-6,6,247
30,430,-6,6,247
24,436,-6,6,247
30,442,6,6,247
36,448,6,6,247
42,454,6,6,246
48,460,6,6,246
54,466,6,6,246
60,472,6,6,246
66,478,6,6,246
72,472,6,-6,246
78,466,6,-6,246
84,460,6,-6,246
90,454,6,-6,246
96,448,6,-6,246
102,442,6,-6,246
108,436,6,-6,246
114,430,6,-6,246
120,424,6,-6,246
126,418,6,-6,246
132,412,6,-6,246
138,406,6,-6,246
144,400,6,-6,246
150,394,6,-6,246
156,388,6,-6,246
162,382,6,-6,246
168,376,6,-6,246
174,370,6,-6,244
180,364,6,-6,234
186,358,6,-6,225
192,352,6,-6,220
198,346,6,-6,218
204,340,6,-6,217
210,334,6,-6,217
216,328,6,-6,217
222,322,6,-6,217
228,316,6,-6,217
234,310,6,-6,217
240,304,6,-6,217
246,298,6,-6,217
252,292,6,-6,217
258,286,6,-6,217
264,280,6,-6,217
270,274,6,-6,215
276,268,6,-6,210
282,262,6,-6,204
288,256,6,-6,198
294,250,6,-6,190
300,244,6,-6,182
306,238,6,-6,176
312,232,6,-6,173
318,226,6,-6,172
324,220,6,-6,169
330,214,6,-6,165
336,208,6,-6,163
342,202,6,-6,160
348,196,6,-6,157
354,190,6,-6,157
360,184,6,-6,157
366,178,6,-6,157
372,172,6,-6,157
378,166,6,-6,157
384,160,6,-6,157
390,154,6,-6,157
396,148,6,-6,157
402,142,6,-6,157
408,136,6,-6,157
414,130,6,-6,157
420,124,6,-6,157
426,118,6,-6,157
432,112,6,-6,157
438,106,6,-6,157
444,100,6,-6,154
450,94,6,-6,147
456,88,6,-6,143
462,82,6,-6,141
468,76,6,-6,140
474,70,6,-6,139
480,64,6,-6,138
486,58,6,-6,136
492,52,6,-6,136
498,46,6,-6,135
504,40,6,-6,135
510,34,6,-6,135
516,28,6,-6,135
522,22,6,-6,135
528,28,6,6,135
534,34,6,6,135
540,40,6,6,135
546,46,6,6,135
552,52,6,6,135
558,58,6,6,135
564,64,6,6,135
570,70,6,6,135
576,76,6,6,135
582,82,6,6,142
588,88,6,6,149
594,94,6,6,153
600,100,6,6,155
606,106,6,6,155
612,112,6,6,158
618,118,6,6,163
624,124,6,6,167
630,130,6,6,168
636,136,6,6,169
642,142,6,6,169
648,148,6,6,169
654,154,6,6,170
660,160,6,6,173
666,166,6,6,176
660,172,-6,6,178
654,178,-6,6,169
648,184,-6,6,167
642,190,-6,6,171
636,196,-6,6,165
630,202,-6,6,142
624,208,-6,6,169
618,214,-6,6,199
612,220,-6,6,190
606,226,-6,6,210
600,232,-6,6,208
594,238,-6,6,214
588,244,-6,6,183
582,250,-6,6,188
576,256,-6,6,229
570,262,-6,6,235
564,268,-6,6,194
